Jasa Angkutan Udara Untuk Penumpang ,Transportasi dan Pergudangan
Jasa Angkutan Udara Untuk Barang ,Transportasi dan Pergudangan
Jasa Penunjang Angkutan ,Transportasi dan Pergudangan
Penyediaan Akomodasi ,Penyediaan Akomodasi dan Makan Minum
Penyediaan Makan Dan Minum ,Penyediaan Akomodasi dan Makan Minum
Jasa Informasi Dan Komunikasi  ,Informasi dan Komunikasi
Jasa Keuangan Perbankan ,Jasa Keuangan dan Asuransi
Jasa Keuangan Lainnya ,Jasa Keuangan dan Asuransi
Jasa Asuransi Dan Dana Pensiun ,Jasa Keuangan dan Asuransi
Jasa Penunjang Keuangan ,Jasa Keuangan dan Asuransi
Jasa Real Estate ,Real Estat
Jasa Hukum Dan Akuntansi ,Jasa Perusahaan
Jasa Ahli Teknis Dan Jasa Bisnis Lainnya  ,Jasa Perusahaan
Jasa Persewaan ,Jasa Perusahaan
Jasa Pendukung ,Jasa Perusahaan
Pemerintahan Umum ,Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib
Jasa Pendidikan Pemerintah ,Jasa Pendidikan
Jasa Pendidikan Swasta ,Jasa Pendidikan
Jasa Kesehatan Dan Kegiatan Sosial Pemerintah ,Jasa Kesehatan dan Kegiatan Sosial
Jasa Kesehatan Swasta ,Jasa Kesehatan dan Kegiatan Sosial
Kesenian Hiburan Dan Rekreasi ,Jasa lainnya
Jasa Lainnya ,Jasa lainnya
