Bahan Bangunan dari Keramik dan Tanah Liat ,Industri Pengolahan
Semen ,Industri Pengolahan
Barang-Barang Lainnya dari Bahan Bukan Logam ,Industri Pengolahan
Besi dan Baja Dasar ,Industri Pengolahan
Barang-Barang dari Besi dan Baja Dasar ,Industri Pengolahan
Seng ,Industri Pengolahan
Barang-Barang dari Logam kecuali Mesin dan Peralatannya ,Industri Pengolahan
Mesin dan Peralatan dan Perlengkapannya termasuk Alat Listrik dan Bahan-Bahan Keperluan Listrik ,Industri Pengolahan
Alat Angkutan Laut ,Industri Pengolahan
Alat Angkutan Darat ,Industri Pengolahan
Alat Pengangkutan Lainnya ,Industri Pengolahan
Barang-Barang Industri Lainnya ,Industri Pengolahan
Listrik dan Gas ,Pengadaan Listrik Gas
Air Bersih ,Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang
Bangunan Tempat Tinggal dan Bukan Tempat Tinggal ,Konstruksi
Prasarana Pertanian ,Konstruksi
Jalan Jembatan dan Pelabuhan ,Konstruksi
"Bangunan dan Instalasi Listrik, Gas, Air Minum, dan Komunikasi ",Konstruksi
Bangunan Lainnya ,Konstruksi
Jasa Perdagangan ,Perdagangan Besar dan Eceran Reparasi Mobil dan Sepeda Motor
Jasa Perbengkelan ,Perdagangan Besar dan Eceran Reparasi Mobil dan Sepeda Motor
Jasa Restoran ,Penyediaan Akomodasi dan Makan Minum
Jasa Perhotelan ,Penyediaan Akomodasi dan Makan Minum
Jasa Angkutan Jalan Raya ,Transportasi dan Pergudangan
Jasa Angkutan Laut ,Transportasi dan Pergudangan
Jasa Angkutan Udara ,Transportasi dan Pergudangan
Jasa Penunjang Angkutan ,Transportasi dan Pergudangan
Jasa Komunikasi ,Informasi dan Komunikasi
Bank ,Jasa Keuangan dan Asuransi
Lembaga Keuangan Lainnya ,Jasa Keuangan dan Asuransi
Asuransi dan Dana Pensiun ,Jasa Keuangan dan Asuransi
Sewa Bangunan dan Sewa Tanah ,Real Estat
Jasa Perusahaan ,Jasa Perusahaan
Jasa Pemerintahan Umum ,Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib
Jasa Pendidikan ,Jasa Pendidikan
Jasa Kesehatan ,Jasa Kesehatan dan Kegiatan Sosial
Jasa Kemasyarakatan Lainnya ,Jasa Kesehatan dan Kegiatan Sosial
Jasa Hiburan Rekreasi dan Kebudayaan ,Jasa lainnya
Jasa Perorangan dan Rumah Tangga ,Jasa lainnya
Barang dan Jasa yang Tidak Masuk Dimanapun ,Jasa lainnya
